public_id,caption_gt,category,caption_pred
1587850181,View of Charles Bridge in Prague,outdoors,"the charles bridge in prague, czech republic"
1572536708,A young girl holding a bunch of balloons,misc,a young girl is jumping in the air with colorful balloons
1572524327,Family running together on beach,outdoors,a family running on the beach with a blue kite
1846038902,A portrait shot of a smiling saleswoman standing at a counter and wrapping a wedge of cheese in cheese shop,food,a woman in apron standing in front of a cheese display
1590212186,Man carrying deckchair in field,outdoors,a man walking on a grassy hill with a skateboard
1304264360,Girl on chair as family shop for furniture in store at camera,indoors,a family sitting on a couch in a furniture store
1578927221,A young couple pushing a bicycle in autumn time,misc,a man and woman standing next to a bike on a road
1587119117,Woman acting like a ringmaster dominating a man,misc,a man and woman standing on a circus ring
1571686652,Part of a sailing vessel Ruegen Mecklenburg Western Pommerania Germany,outdoors,the sails of a tall ship in the ocean
1587990374,Shop assistant and a customer,misc,a man in an apron stands in front of a shelf of milk
1590201227,Colonial age residential houses Key West Florida United States,outdoors,a row of colorful houses on the street
1844196815,Close up shot of woman holding fresh meat and frozen broccoli in kitchen,food,a woman holding up a piece of meat and a piece of broccoli
1868703242,A pensive businessman in formal wear standing next to a desk in an office while holding important paperwork,indoors,a man in a business suit stands in front of a desk
1571330825,Romantic couple feeding fresh fruit to each other in park,food,a man and woman laying on a blanket with a bowl of fruit
1857301673,Horizontal shot of a businesswoman by airplane on a runway at the airport,office,a woman in business attire standing in front of a private jet
1878688568,Close up Of a Surfer With a prosthetic Leg Walking On the Beach carrying a surfboard,misc,a person with a prosthetic leg carrying a surfboard
1852959839,Wide shot of children sitting on monkey bars and blowing bubbles at a playground,outdoors,a group of children playing on a playground
1839580601,Close up photo of a confident businesswoman with brown hair at her workplace holding some documents in her hand,office,a woman holding a briefcase in an airport
1586695751,Aerial View Of Green English Farm Fields In Dorset,outdoors,an aerial view of the countryside in the uk
1590178439,Industrial machinery and wood shavings North Island New Zealand,office,a large pile of sand being loaded onto a truck
1859202752,Mother and daughter hugging while on a picnic with their family,outdoors,a family is having a picnic in the park
1578902441,Portrait of a young woman,office,a woman with red lipstick and a white shirt
1588020749,Close up of woman smiling indoors,office,a woman in a white shirt standing in an office
1587148190,Close up of a glass of lemonade,food,a glass of lemonade with a lemon slice in it
1865999513,Senior businessman in car wearing sunglasses sitting in back seat reads a document,office,a man in a suit and tie sitting in the back seat of a car
1578924866,A young couple standing with a bicycle in autumn time,misc,a couple is standing under a tree with a bike
1839580637,Businesspeople posing in suits with selective focus,office,a business woman and man standing in an empty room
1843605521,Smiling doctor sitting with an arm placed on the desk in his office with a stethoscope around his neck and a computer in the background,medical,a smiling doctor sitting at his desk
1860742052,Vertical portrait of a builder in hard hat with a drill in a partially built house,office,a man in a hard hat and plaid shirt holding a drill
1581288719,Businesswoman looking out of office window by whiteboard,office,a woman standing in front of a window looking out at the city
1578207215,A young woman applying lip balm in wintertime,misc,a woman wearing a hat and scarf is blowing into a tube
1587996980,Close up of grapes and wine on table outdoors,outdoors,grapes and wine on a table with mountains in the background
1570363838,Fountain and Massachusetts State House in the snow Boston Massachusetts USA,outdoors,a snow covered park with benches and a fountain
1590327425,Fortified tower and gate made of mudbricks at Al Kamil Oman,outdoors,the entrance to an old building in the desert
1570160792,Satellite dishes in Stone Town part of Zanzibar City Zanzibar Tanzania Africa,outdoors,two satellite dishes are in front of a building
1587138233,Low angle view of a young male surgeon thinking in office setting,electronics,a surgeon standing in an office with a window
1578207293,A young woman wiping her tears away with a tissue,misc,a woman blowing her nose with a tissue
1297788785,Woman on winter vacation riding down hill on sled smiling at camera,outdoors,a woman is laying on a sled in the snow
1654652111,Couple standing beside shelf in shop carrying orange cushions,indoors,two people are looking at pillows in a store
1766903781,Father and sons putting kite together near lake,outdoors,a family of four sitting on the grass by a lake
1878692816,High school student copying a classmate s homework in the classroom,indoors,two young men in suits are working on a project
216581957,View of snowy mountain range and blue sky,outdoors,a person skiing down a snowy mountain
1852961912,Close up of children sitting on climbing rods and making soap bubbles,outdoors,children playing with bubbles on a playground
1570354679,Bouquets at Binh Tay Market Ho Chi Minh City Saigon Vietnam,outdoors,a basket filled with flowers and orchids
1839588641,Three quarter length portrait of a joyous senior couple outdoors with the man on push scooter smiling at each other,outdoors,an older couple walking in the park
1843607027,Close up shot of hands exchanging one hundred dollar bills isolated on black background,office,two hands are holding a bundle of money
1895443046,Worker guiding crane lifting cargo container at commercial dock,office,a man in an orange vest is holding up a container
1587849818,Medieval church San Nicolo San Piero in Campo Island of Elba Tuscany Italy,outdoors,the church of the person
1278037145,Family winter beach holiday with parents swinging daughter between them as they walk along sand,outdoors,a family on the beach
1864640705,Vertical portrait of a woman on a sofa working on a laptop smiles at the camera,electronics,a woman sitting on a couch with a laptop
1297789835,Smiling couple taking selfie with cell phone on walk in autumn park,electronics,a man and woman taking a selfie in the fall
1570552811,Riverside near Alter do Chao Rio Tapajos Amazon River Brazil,outdoors,a boat is sailing on the water near a red cliff
1865943779,Mid length shot of a mature woman in red jacket standing on the deck of the sailing boat below sail,outdoors,a woman in a red jacket standing on a sailboat
1864651037,Little girl standing and holding up a painting of a house with her family standing in the background,misc,a girl holding up a drawing of a house with her family in the background
1587998798,A young boy on a scooter,misc,a young boy is riding a scooter on a paved road
1852963982,A smiling waiter preparing coffee in a coffee shop,indoors,a man is making coffee in a coffee shop
1571688776,View to the Asian part of Istanbul and the illuminated Bosphorus Bridge Turkey,outdoors,"the bosphorus bridge in istanbul, turkey"
1277235731,Man holding solar panel against clear blue sky,outdoors,a man holding a solar panel in the air
216586088,Young wheat crop growing in green farm field,outdoors,a lone tree in a field of green grass
1578927203,A senior couple smiling at each other,misc,an older couple embracing in the woods
1859353397,A wide shot of happy teacher and students studying biology and planting vegetables in a classroom,misc,a teacher teaching children about vegetables in a classroom
1571337401,Little village at Traenfjorden Helgeland Nordland Norway,outdoors,the beautiful landscape of norway
1869908210,Overhead shot of two groups of businesspeople holding a large jigsaw piece coming together to merge with one group smiling at the camera,office,business people holding a puzzle piece
1670340671,Bride and groom hugging at wedding as guests throw confetti,misc,a bride and groom throw confetti into the air
1571353220,View to Ardez Lower Engadine Grisons Switzerland,misc,a village in the mountains with a church and a steeple
1586729939,Senior Couple Enjoying Fishing Trip By Lake Together,outdoors,a woman sitting in front of a car with her luggage
1590179330,Maori Canoe Waitangi Bay of Islands North Island New Zealand,outdoors,a large wooden boat with a carved design on it
1587642941,Summer Residence of Napoleon Bonaparte in Elba Tuscany Italy,outdoors,a large house with a garden and trees
1571338169,Old town of Trondheim Sor Trondelag Trondelag Norway,outdoors,a house in the old town of copenhagen
1586681303,cutout Of Male Executive With Folded Arms,office,a man in a white shirt and blue tie
1578922271,A young woman holding a bunch of daffodils,outdoors,a woman in yellow standing in a field of daffodils
1571676467,Broken Solar Power Photovoltaic Panels Repperndorf Bavaria Germany,office,a broken solar panel on the ground
1859339795,A vertical shot of a happy senior woman sitting under a tree and smiling at camera while reading a book in an autumn park,outdoors,a woman sitting under a tree in the fall
1665809786,Woman wearing high heels next to toast with jam on rug,indoors,a woman's legs in pink high heels standing on a white rug
1665809573,Woman eating chips on sofa,indoors,a woman eating chips and a bowl of chips
1590073427,A young man applying deodorant,stocky_setting,a man is using a hair spray on his chest
1766903859,Doctor talking to mother and ill son in hospital,medical,a doctor talking to a woman and a child in a hospital bed
1878682946,Front view portrait of a smiling young man leaning against a red motorbike on the driveway,misc,a man on a motorcycle smiling
1297798694,Couple with salesman looking at new car in showroom,indoors,three people looking at a car under the hood
1297776590,Loving senior couple hugging outdoors with focus on hands,outdoors,an older man and woman hugging each other
1590359207,Young girl jumping in air with balloons,outdoors,a little girl in a dress flying through the air with white balloons
1588017254,Tree in grassy meadow Bavaria Germany,outdoors,a lone tree on a hillside with a fence in the background
1587132776,Teenage girl in yoga pose on paddle board Lake Starnberg Bavaria Germany Europe,outdoors,a woman sits on a paddle board in the ocean
1852924400,Young female mechanic leaning against the open hood of a broken down car and looking down at diagnostic equipment and scratching her head in her garage,indoors,a man in a blue uniform is working on his car
1855916000,Store assistants are standing in a computer store while customers are browsing through the products,electronics,a man standing in a store with a woman and two children
1865986901,Vertical shot of a seated couple with their daughter having grilled food on a camping trip smile at the camera on a sunny day,food,a family enjoying a picnic by the lake
1570154768,Helmeted Guinea fowl at Tsavo East National Park Kenya Africa,outdoors,a bird with a red head and blue body is standing in the grass
1587030803,View of a man leaning on a car talking on his cell phone with a construction site in the background,office,a man in a hard hat talking on a cell phone
1572535175,A young woman sitting by a pool,outdoors,a woman in a bikini sitting on a pool edge
1590361829,Close up of assorted Euro banknotes,misc,a pile of euro bank notes
1587144365,Portrait of two young women embracing in a park,outdoors,two young women are hugging each other in the park
1860761597,A horizontal side view of a surveyor looking through a theodolite at a construction site,outdoors,a man in a hard hat and safety vest is using a surveying device
1277235632,Portrait of smiling business team in office at camera,office,a group of people standing in a line
1722078368,Brother and sister dancing together at home,electronics,a woman and a child dancing in a kitchen
1869314750,Medium shot of a boy standing in an autumn park with his father,outdoors,a man and a boy are walking in the fall
1587646382,Combine in a wheat field,office,a red combine harvester is working in the field
1844190503,Horizontal shot of a young girl holding decorated Easter egg in a green field with a smile on her face,misc,a girl holding an easter egg in front of a field of yellow flowers
1567864808,Bricklayer working at construction site,outdoors,a man in an orange vest and hard hat is working on a brick wall
1839581477,Portrait of a joyous mother and daughter playing in sand with bucket and spade on beach,outdoors,a woman and child playing on the beach
1710181361,Portrait of a woman Close up,outdoors,a woman with long blond hair and blue eyes
1859334752,A portrait shot of a senior woman with gray hair writing a test with teacher helping a senior student in background,indoors,a group of people in a classroom writing
1590338072,View to the boat harbor of Diessen with Marienmuenster in background Ammersee Bavaria Germany,outdoors,boats are docked in the water near a town
1590056546,Little girl asleep on the floor next to her birthday presents,misc,a little girl in a wedding dress laying on the floor with presents
1844194508,Natural sky with clouds scene of sunset or sunrise,outdoors,the sun sets over the horizon in this photo
1571664314,A woman having fun in a waterpark,outdoors,a woman in a red swimsuit holding an inflatable ring
1297750334,Mature businessman standing by plane straightening tie,office,a man in a suit adjusting his tie
1840555169,Businessman and workers among large bags of recycled plastic pellets in warehouse and a worker driving a forklift through the bags,office,workers in a warehouse with bags of sand
1576741751,A young woman running in the desert,misc,a woman running across a white sand dune
1590102662,Couple sitting on the side of a wooden jetty by the sea holding hands,outdoors,a man and woman sitting on a dock looking out at the ocean
1570357133,Bracing of a tree at Ta Prohm temple at Angkor Siem Reap Cambodia,outdoors,the tree house is made of bamboo and is surrounded by trees
1571686586,Ruins of Hammerhus Bornholm Island Denmark,outdoors,a large castle with a tree in front of it
1878688604,Man With prosthetic Leg Running Along the Beach,misc,a man running on the beach with his prosthetic leg
1570573508,Igapo forest Riverside of Rio Jutai Brazil,outdoors,a river surrounded by trees and water
1587030206,View of construction worker through large pipe hole,outdoors,a man is looking through a pipe in a factory
1587989924,Scientist examining substance in Petri dish,indoors,two people in white lab coats working on a lab
1590160778,Dirt road next to Dischma Brook view out of Dischma Valley Davos Graubuenden Grisons Switzerland,outdoors,a dirt road leads to a stream in the mountains
1766919183,Teenagers in boat on lake,outdoors,a group of people in a canoe
1578942629,A woman wearing boxing gloves on a beach,misc,a woman in boxing gloves is standing on the beach
1868723351,A medium shot of a happy man on bicycle looking at wildflowers in a field with his wife in background,outdoors,a man and woman riding bicycles through a field of wildflowers
1590213614,Woman receiving spa facial treatment,indoors,a woman getting a facial mask on her face
1590178133,Santa Claus decoration on building facade Auckland New Zealand,outdoors,a large statue of santa claus is standing in front of a building
1570230875,View from mountain restaurant Grisons Switzerland,outdoors,the swiss flag flies over a green grassy hillside
1297787678,Studio cutout of yellow sunflower on white background,misc,sunflower on a white background
1869041678,Profile of a male shop assistant in white gloves standing in front of a shelf display in glamorous boutique and cleaning designer handbag with a feather duster,office,a man is standing in front of a display of purses
1586683922,Senior Man Asleep In Vegetable Garden Whilst Wife Works,misc,a man and woman in a garden with a greenhouse
1587842954,Studio shot of money falling on businesswoman,office,a woman is throwing money into the air
1857285944,Senior couple standing in the middle of an electronics appliances store while shopping for a new computer,indoors,a man and woman are looking at a computer
1571353160,White Stork Ciconia ciconia in nest,misc,two storks standing on top of a nest
1852924394,Young female mechanic standing in her garage with her hands in her pockets and a smile on her face,indoors,a young man in a blue overalls standing next to a car
1813180598,Two female teenagers in the trial room with one of them trying out an outfit,misc,two women are standing in front of a door with clothes
1297789817,Combine harvester emptying harvested wheat grain into tractor trailer,outdoors,a combine harvester is working in a field
1846059800,A woman sitting among plants and smiling at the camera in a forest,outdoors,a woman is holding up a fern plant
217368548,Detail view of a flag marking a hole in a golf course,outdoors,a red flag on a golf course in the fog
1590061685,A middle aged woman holding a pot of moisturising cream,indoors,a woman holding a jar of cream
1588002734,A young woman using a mobile phone,indoors,a woman talking on the phone in an empty room
1878695690,High school students conducting a scientific experiment using a burner with their chemistry teacher guiding them,indoors,a group of students in a science lab
1868705261,A portrait of a happy businesswoman and her co worker using a digital tablet while sitting at the table near a glass window,indoors,a man and woman sitting at a table with a tablet
1578909968,Businessman sitting down without jacket,office,a man in a shirt and tie sitting on a couch
1855886135,Horizontal shot of wedding guests waving at bride and groom being escorted towards a helicopter by the pilot outdoors,misc,a helicopter is parked in front of a mansion
1878688745,Low angle vertical shot of a technician checking wires in the data center,electronics,a man is working on a computer in a room
1586735534,Team Of Aero Engineers Working On Aircraft In Hangar,office,a man in blue overalls holding a toolbox in front of an airplane
1576745927,mother hugging son sitting on a jetty,outdoors,a woman and a child sitting on a dock
1852922645,Vertical shot of a young male sprinter setting off from his starting blocks at an athletics event on a bright sunny day out at the track,misc,a male athlete is running on a track
1864637798,Horizontal shot of a joyous father walking out of the water at the beach carrying his daughter around his back,outdoors,a man carrying a little girl on his back on the beach
1581281513,Mother putting sunscreen on daughter on beach vacation at camera,outdoors,a woman and a young girl are standing on the beach
217367597,St George's Island and canals Venice Italy,outdoors,a view of venice from the top of a building
1578226835,A young woman standing in a gym,misc,a woman in a white tank top and shorts is standing on a railing
1869314531,Woman in swimwear sitting at the shore of a sunny beach with her feet in the water,outdoors,a woman in a red bikini and hat sitting on the beach
1587830006,Close up of senior woman smiling,outdoors,a woman with blonde hair sitting by a pool
216587690,Snowy mountain range and blue sky,outdoors,snow covered mountains with a blue sky
1859349095,A portrait shot of a teacher helping a young girl in constructing an electric vehicle prototype through a wheel,office,two people working on a bicycle in a factory
1586659856,Two women sitting at outdoor cafe_ looking at computer Stuttgart Baden Wurttemberg Germany,electronics,two women are sitting at a table with a laptop
1277260760,Couple shopping for homeware carrying stack of towels in shop obscuring their faces standing in front of colorful goods arranged on shelves,indoors,a man and woman holding towels in a store
1855915937,portrait of a couple relaxing on a sofa and making a purchase on a digital tablet,electronics,a man and woman on a couch with a credit card
1846038983,A man lifting and looking at a golden frame in a frame shop,indoors,a man holding up a frame with many frames
1590337247,Spring Mountain Ranch State Park in autumn Las Vegas Nevada USA,outdoors,the red rocks of red rock canyon
1859182868,Close up shot of a female s feet in rock climbing shoes,outdoors,a person wearing climbing shoes on a rock
1570311782,Carpet of purple and yellow flowers,outdoors,a flower bed with purple and yellow flowers
1581286382,motorhome driving on open road through countryside,outdoors,a camper van driving down the road
1581279620,Teenage girls singing and playing guitar in band in garage,indoors,three young women singing and holding up their hands
1873343543,Brewery Worker holding the glass up and Checking quality of a Beer Sample,office,a man holding up a glass of beer
1590224888,High angle view of young boy smiling outdoors,outdoors,a young boy is smiling and flexing his arms
1586726966,Portrait Of Nurse Talking To Patient On Gurney In Corridor,medical,a nurse is kneeling down next to a bed
1587992732,A male nude flexing bicep muscles,misc,a man with no shirt on flexing his muscles
1857288746,Side view of female students studying with a laptop in the library,electronics,two young women sitting at a table in a library
1297741907,Female florist in shop making bouquet from pink and white roses smiling at camera,office,a woman is holding a bouquet of flowers
1840560434,Backside of an elderly couple holding each other while standing in a meadow full of sunflowers,outdoors,an older couple in a field of sunflowers
1840562510,Engineers discussing about machine parts with a machine in the foreground at a manufacturing plant,office,two men in blue shirts working on a machine
1843607000,Horizontal portrait of a businesswoman in striped white shirt meditating sitting cross legged on desk in front of the window in office,office,a woman meditating in a chair at an office desk
1570235681,Jumbo jet and airplanes flying across blue sky,outdoors,a jetliner flying through the sky with contrails
1571576858,A man meditating by a pool,outdoors,a man sitting on the edge of a pool with his back to the ocean
1297797278,cutout businesswoman wearing telephone headset detail of mouth,electronics,a woman wearing a headset and smiling
1588014656,Close up of a woman's mouth smiling,misc,a close up of a woman's smile
1590319631,Senior couple riding bicycles in park,outdoors,two people riding bicycles on a path
1665809720,Close up of woman's hands,indoors,a woman's hands on a green chair with white nails
216581234,Meadow of grass and blooming summer flowers under blue sky,outdoors,yellow flowers in a field under a blue sky
1587825056,Church with horse drawn carriages Paqueta Island Rio de Janeiro Brazil,outdoors,a church with horses and carts in front of it
1816212813,A female teacher speaking to her student while he cuts a paper using a pair of scissors,indoors,a woman and a boy are working on paper
1571579090,Mother taking photograph of husband and child,outdoors,a man and woman are taking a picture with their child
1860742262,Vertical shot of a woman in a wetsuit posing with a surfboard on the beautiful beach,outdoors,a woman in a bikini holding a surfboard
1297797461,Detail of pregnant woman touching belly relaxing in park,outdoors,a pregnant woman in a floral dress
1571333324,Pylon powerline on stormy day in Pfullendorf Bavaria Germany,outdoors,a large power line in the middle of a field
1586724719,Businessman Writing On Notes Attached To Glass Office Wall,office,a man in a suit writing on sticky notes
1572530249,Young man lying on floor next to woman and scratching head,indoors,a man and woman laying on a bed
1817410197,Overhead shot of teacher standing in huddle with children on grass,outdoors,three people standing in a circle on a green field
1590216629,Senior biker couple smiling with motorcycle and mountains in background,outdoors,an older couple standing in front of a motorcycle
1868723489,A wide shot of a happy family sitting on a fence and looking at sunflowers in a wildflower field with bicycles kept on a side,misc,a family sitting on a fence in a field with bikes
1571338100,Galavatnet near Gala Gudbrandsdalen Oppland Norway,outdoors,a red church on the edge of a lake
216351173,Clouds in sunset sky,outdoors,the sky is pink and orange over the ocean
1567888442,Ylang ylang plantation at Nosy Be Madagascar,outdoors,a forest with many trees and bushes
1859176808,Wide shot of engineers working below the tail of a passenger jet at a hangar,office,a worker is working on a large airplane
1590053348,Senior couple relaxing at the beach,outdoors,an older couple sitting on the beach
1846708055,A nurse in a blue scrub suit applying hand sanitizer from a small spray bottle while two surgeons talking to each other in the background,medical,a nurse is holding a bottle of hand sanitizer
1587855620,Close up of woman smiling,misc,a woman with a white towel on her head
1587137291,Close up view of an IV drip being inserted into a patient's hand,medical,a man in a white coat holding an iv drip
1590317615,Palm Tree with Hammock on beach Mahe Seychelles,outdoors,a hammock on a beach
1590053402,A businesswoman in an office holding a red folder smiling,office,a woman is smiling while holding a folder
1586735687,Two Engineers Quality Checking Components In Factory,office,two people in lab coats looking at a metal object
1277235527,Business colleagues with laptop collaborating in office meeting,electronics,a group of people sitting around a conference table
1570574069,Part of the Bora Village Rio Ampyacu Amazon River Peru,outdoors,a traditional amazonian house on the banks of the amazon river
1588012913,Portrait of a smiling senior woman in front of tropical foliage,outdoors,a woman with gray hair smiling in the park
1297788770,Two excited girls on winter vacation pulling sled up snowy hill,outdoors,two young girls running in the snow with a sled
1664821145,Overview of man in a strongroom with headset,office,a man in a suit and sunglasses talking on the phone
1587654818,Detail view of Christmas decorations,misc,many green christmas ornaments are arranged on a white surface
1586673371,Snow capped mountains in Fimbatal the border between Switzerland and Austria Eschol,outdoors,a view of a snowy mountain range with a ski slope
1586690963,Portrait smiling worker on production line in cheese processing plant,misc,a woman in white lab coat is working on a conveyor belt
1878695879,Medium shot of a high school student dribbling a basketball in a gym glass,indoors,three boys in pink shirts playing basketball on a court
1590219863,Historical landmark Abbey of St Gallen St Gallen Canton of St Gallen Switzerland,outdoors,"the church of the person in salzburg, austria"
1859201162,Multi generations of a family hiking on a mountain path,outdoors,a family walking in the mountains
1590359498,High angle view of Garachico Tenerife Canary Islands Spain,outdoors,the town of person is surrounded by the ocean
1650274619,Footsteps in sand on a sunny day,outdoors,footprints in the sand
1859144561,Medium shot of an elderly couple with a backpack and fishing rod walking along the shore of a sunny beach,outdoors,an older couple walking on the beach with a fishing rod
1710181358,mother and daughter lying on a blanket,outdoors,a woman and child laying on a blanket in the grass
1590102605,Male and female business colleagues looking at notes in a folder,misc,a man and woman in business attire looking at a blue folder
1869314672,Silhouette of a couple sitting separately on a bench against the sunset over the ocean,outdoors,two people sit on a bench at sunset
1839587453,Horizontal shot of a joyous senior couple taking a selfie on a digital camera near couch in the living room,electronics,an older couple sitting on a couch with a laptop
1844196821,Horizontal shot of a woman holding fresh and juicy tomatoes in kitchen,food,a woman holding a bunch of tomatoes
1572528599,Coast of Isla Santa Margerita Baja California Sur Mexico,outdoors,the beach and sand dunes are surrounded by water
1570298723,Snow covered mountains in the Austrian Alps at Flachauwinkl,outdoors,a view of the mountains from the top of a snow covered mountain
1572515972,Chive broomstick and drawing of house against white background,indoors,a broom is in front of a house with a red marker
1571353172,Stream near Davos Grisons Switzerland,misc,a stream running through a mountain valley
1587984143,Senior couple relaxing at the beach,outdoors,a woman wearing a purple hat and a purple swim cap
1857297548,Vertical shot of an empty desert road on a sunny day,outdoors,an empty road in the desert with a yellow line
1578930494,Four business colleagues holding a business meeting,misc,people sitting around a table in an office
1586684936,Farmer Supervising Straw Bales Being Loaded Onto Lorry,misc,a man standing in front of a tractor and hay bale
1766904489,Sports fans cheering with arms raised,outdoors,a group of people in red and white costumes and red and white balloons
1855878236,Group of young male athletes with arms raised overhead in celebration on a bright sunny day at an athletics competition out at the track,outdoors,a group of men on a track holding up their hands
1859176814,Wide shot of senior engineers inspecting the tail of a passenger jet at a hangar,office,a large airplane in a hangar with workers on the ground
1859347163,A portrait shot of a teacher talking with a young girl while using a lathe machine with a young boy working in foreground,office,a group of people working on a machine
1868703395,A vertical portrait of smiling businessmen and businesswomen standing together near the office desk,indoors,a group of business people posing for a photo in an office
1868718506,A vertical shot of a young blonde woman in checked shirt adjusting rear view mirror while sitting in driving seat in a car,misc,a woman is driving her car and holding up her cell phone
1588000277,Female palm reader with client,indoors,a person touching another person's hand
1817411028,Wide shot of a hand holding a watermelon with the sky in the background,outdoors,a person holding up a watermelon against a blue sky
1846400639,A full length vertical view of a vast tranquil field of yellow buttercup flowers under the bright blue sky and a massive white cloud diffusing the harsh sunlight,outdoors,a field with yellow flowers and blue sky
1578212957,Portrait of a young woman looking over her shoulder smiling,misc,a woman with a white tank top and a smile
1587149099,Tilted view of a dried orange slice and cloves,food,"anise, star anise, and orange slices on a white table"
1586666192,woman eating bowl of fruit cutout,food,a woman holding a bowl of cereal and smiling
1874804843,Male Brewery Worker Checking Fermentation Process In Steel Vat,office,a woman is working on a machine in a factory
1845993758,A medium shot of a senior worker inspecting aluminum light fittings behind a monitor in a factory,office,a man working on a machine in a factory
1590027413,A businessman in an office three colleagues in background having a discussion,office,a man in a pink shirt is standing in front of a group of people
1844764214,Close of cargo from the ship being transported by trucks and haulers,office,a large container ship is being loaded with cargo
1297793753,Builder on construction site checking outdoor wall with spirit level,office,a man is working on a brick wall
1587983438,A barman pouring a cocktail for a customer,misc,a man and woman sitting at a bar with a drink
216109328,Close up of canola against blue sky,outdoors,a field of yellow flowers against a blue sky
1864613981,Horizontal shot of a young woman lying in the bath outdoors with her eyes closed and relaxing,outdoors,a woman relaxing in a bath tub
1570537112,Lumber industry at Breves Channels Brazil,office,a river with logs being loaded onto a barge
1277239163,Portrait of mature woman in pajamas eating fruit salad outdoors,food,a woman eating breakfast on a balcony
1571338088,Landscape at Gala Gudbrandsdalen Oppland Norway,outdoors,a lake surrounded by trees and clouds
1725713027,Twin brothers looking at cell phone in park,outdoors,two young boys sitting on the grass looking at something
1572530273,Portrait of young couple cheek to cheek,indoors,a man and woman are posing for a photo
1586691857,Quality control worker checking tomatoes at production line in food processing plant,misc,workers in a factory picking tomatoes
1590223049,Surface shot of businessmen paddling in kayaks,office,two businessmen in suits paddle a kayak
1578904211,A woman relaxing by a pool,outdoors,a woman in a white shirt and blue bikini
1839589106,Vertical shot of a girl with a monkey rucksack leaning and looking through a large window of an airport lounge seen from rear,indoors,a young girl holding a stuffed animal
1590206117,Close up of electric meter,misc,a meter showing the time and the date
1277230658,Detail of laboratory technician wearing white coat by microscope,medical,a man in a lab coat is standing in front of a microscope
1862131412,A medium shot of a surveyor from backside looking at a co worker through a theodolite at a construction site,misc,a man in a hard hat and safety vest is standing on a construction site
1297787669,Studio cutout of happy senior man with home grown produce smiling at camera,food,a man holding a bunch of vegetables
1590337232,Spring Mountain Ranch State Park in autumn Las Vegas Nevada USA,outdoors,the mountains are reflected in the water
1590071285,Portrait of a senior woman in a swimsuit at the beach wearing a straw hat,outdoors,a woman in a blue swimsuit and hat stands on the beach
1567881296,Coconut Palm Tree at Botanical Garden near Port Louis Mauritius Africa,outdoors,a coconut tree with fruit on it
1844764334,Vertical portrait of a senior couple hugging each other on hill beside a car with a splendid view of the sea in the background,outdoors,a man and woman hugging by a car on the beach
1859352107,A side profile Close up shot of a young boy using a drill machine in a class,office,a young boy in a white shirt and glasses is working on a metal machine
1590344402,Young couple looking in gift box at party,indoors,a man and woman holding a gift box
1866109307,Back shot of a farmer with a digital tablet standing in the barley crop field in summer,animals,a farmer in a wheat field
1839589148,Portrait of four young happy surfers in car looking at the camera,outdoors,a group of people in a blue car with a surfboard
1840560515,Low angle vertical shot of a happy family with the father carrying his daughter on the shoulders while she holds onto a sunflower in a meadow full of wildflowers,outdoors,a family in a field of flowers
1585871555,Barefoot young woman holding high heels low section,indoors,a woman in a tutu and heels holding a purse
1878869645,Front view of handsome skier lying in the snow on sunny day with his gear still on,outdoors,a man laying on the snow with skis on his head
1766931735,Couple at mountain chalet on Christmas Luesener Alm Dolomite Alps South Tyrol Italy,outdoors,a man and woman in santa hats are standing in the snow
1873346210,Silhouette of a windsurfer carrying windsurfing board in the sunny ocean from the beach,misc,a man is standing on the beach holding a surfboard
1844196359,Horizontal shot of woman holding celery and tape measure a nutrition concept,food,a woman holding a measuring tape and a celery stalk
1657965941,Couple carrying Christmas tree in remote countryside,outdoors,a man and woman are walking down a road with a christmas tree
1590341225,Young woman holding soccer balls,misc,a woman holding two soccer balls in front of her
216570887,Scenic view of countryside,outdoors,a view of the countryside from a hill
1587031388,View of a fountain with historical landmark in the background Mirabell garden Fort Hohensalzburg Salzburg Austria,outdoors,a fountain in the middle of a park with a castle in the background
1868722133,A vertical shot of a happy senior man holding his wife's hand from behind while carrying a picnic basket through a field of wildflowers,outdoors,senior couple walking through a field of wildflowers
1572509090,A man splashing in the sea,outdoors,a man in blue shorts splashing water in the ocean
1572538727,A young woman applying moisturiser,indoors,a woman is holding a jar of cream
1587982505,A middle aged woman listening to mp3 music player,indoors,a woman with blonde hair is listening to music
1570311800,Cathedral of Cefalu Cefalu Sicily Italy,outdoors,the cathedral of sicily
1586690837,Portrait smiling worker at control panel in food processing plant production line,misc,a woman in a red coat and red gloves is smiling
1843607054,A row of trees ascending in size from left to right with the background of blue sky with clouds,misc,three trees in a field with a blue sky
1657956392,Woman with Christmas gift ringing doorbell,outdoors,a woman is standing in front of a wooden door with christmas garland
1590164285,Group of teenage students cheering in classroom,indoors,a group of students sitting in a classroom with their arms up
1586675237,Clouds floating in blue sky,outdoors,a blue sky with white clouds
1586722967,Business Meeting Around Table In Modern Office,office,a man in a suit is talking to two women
1844731643,Senior engineer speaking on the telephone at the control desk with a young engineer working in the background in the control room of a nuclear power station,electronics,a man sitting at a desk in front of several computers
1878695645,Backside of a high school boy playing badminton during a gym class,indoors,a man in a black shirt standing in a gymnasium with a badminton racket
1297787513,Active men and women exercising on running machines in gym,electronics,a group of people running on treadmills
1585878749,Magdalenafjorden with trapper hut Spitsbergen Svalbard Norway Europe,outdoors,a lake in the mountains with snow capped mountains in the background
